country	world_region	year	yearly_co2_emissions	energy_use_per_person	energy_production_per_person
Honduras	America	2007	8605.39462	600.58887	3e-04
Honduras	America	2008	8491.64775	582.81271	0.00028
Honduras	America	2009	7687.37943	546.80211	0.00029
Honduras	America	2010	7935.438	548.73128	
Croatia	Europe Central Asia	1990	23356.20494	1981.18922	0.00114
Croatia	Europe Central Asia	1991	17203.25375	1742.37229	0.00106
Croatia	Europe Central Asia	1992	16526.02608	1634.56501	0.00094
Croatia	Europe Central Asia	1993	16979.80527	1680.34891	0.00098
Croatia	Europe Central Asia	1994	16238.3342	1629.12272	0.00088
Croatia	Europe Central Asia	1995	16947.15416	1692.15893	9e-04
Croatia	Europe Central Asia	1996	17538.57939	1770.79751	0.00091
Croatia	Europe Central Asia	1997	18600.85938	1881.92735	0.00089
Croatia	Europe Central Asia	1998	19305.40108	1945.43742	0.00088
Croatia	Europe Central Asia	1999	20143.62299	1930.36936	0.00079
Croatia	Europe Central Asia	2000	19715.33155	1876.80578	8e-04
Croatia	Europe Central Asia	2001	20834.14996	2024.54693	0.00084
Croatia	Europe Central Asia	2002	21943.13912	2081.59828	0.00083
Croatia	Europe Central Asia	2003	23296.61752	2232.49343	0.00084
Croatia	Europe Central Asia	2004	22943.52989	2230.90322	0.00087
Croatia	Europe Central Asia	2005	23402.98757	2261.48378	0.00086
Croatia	Europe Central Asia	2006	23622.22813	2248.38008	0.00094
Croatia	Europe Central Asia	2007	24939.36243	2338.44769	0.00092
Croatia	Europe Central Asia	2008	23679.23243	2280.07068	9e-04
Croatia	Europe Central Asia	2009	21866.77453	2207.10302	0.00092
Croatia	Europe Central Asia	2010	21081.73875	2185.44699	
Haiti	America	1990	995.17166	221.72356	0.00018
Haiti	America	1991	976.93103	217.0878	0.00017
Haiti	America	1992	888.61175	221.09523	0.00018
Haiti	America	1993	686.02219	209.60785	0.00018
Haiti	America	1994	183.35	188.9489	0.00018
Haiti	America	1995	876.413	218.63224	0.00018
Haiti	America	1996	1019.426	246.42058	2e-04
Haiti	America	1997	1349.456	255.01667	0.00019
Haiti	America	1998	1232.112	250.7122	0.00019
Haiti	America	1999	1312.786	249.64091	0.00019
Haiti	America	2000	1342.122	237.51714	0.00018
Haiti	America	2001	1553.96443	238.58731	0.00018
Haiti	America	2002	1803.66547	263.78049	0.00019
Haiti	America	2003	1711.09534	249.20563	0.00018
Haiti	America	2004	1961.97753	252.87095	0.00018
Haiti	America	2005	2049.04449	370.42081	0.00021
Haiti	America	2006	2085.85092	375.30548	0.00021
Haiti	America	2007	2362.93883	387.00949	0.00021
Haiti	America	2008	2367.71143	385.84348	2e-04
Haiti	America	2009	2238.78729	385.37888	0.00019
Haiti	America	2010	2095.14481	381.59113	
Hungary	Europe Central Asia	1990	73504.8766	2774.49203	0.00141
Hungary	Europe Central Asia	1991	69839.278	2642.92257	0.00138
Hungary	Europe Central Asia	1992	62472.03601	2423.17945	0.00134
Hungary	Europe Central Asia	1993	63604.82316	2481.44841	0.00132
Hungary	Europe Central Asia	1994	61948.03088	2406.68835	0.00128
Hungary	Europe Central Asia	1995	61677.25374	2503.0778	0.00135
Hungary	Europe Central Asia	1996	63239.61453	2572.97436	0.00132
Hungary	Europe Central Asia	1997	61825.58192	2527.30163	0.00129
Hungary	Europe Central Asia	1998	61407.49079	2502.20405	0.00121
Hungary	Europe Central Asia	1999	61889.36907	2490.7126	0.00116
Hungary	Europe Central Asia	2000	58607.86323	2448.14034	0.00114
Hungary	Europe Central Asia	2001	60225.32465	2512.67485	0.00111
Hungary	Europe Central Asia	2002	59227.51844	2520.15247	0.0011
Hungary	Europe Central Asia	2003	62002.53764	2580.2075	0.00103
Hungary	Europe Central Asia	2004	60473.85711	2579.29172	0.00101
Hungary	Europe Central Asia	2005	60559.52589	2731.0397	0.00103
Hungary	Europe Central Asia	2006	59899.276	2713.25708	0.00103
Hungary	Europe Central Asia	2007	58600.469	2658.03637	0.00102
Hungary	Europe Central Asia	2008	57502.02419	2636.64677	0.00105
Hungary	Europe Central Asia	2009	51843.34548	2478.1017	0.0011
Hungary	Europe Central Asia	2010	52180.78245	2568.94899	0.0011
Indonesia	East Asia Pacific	1990	150408.94242	543.77506	0.00092
Indonesia	East Asia Pacific	1991	180769.96248	560.58841	0.00098
Indonesia	East Asia Pacific	1992	203744.05873	574.56523	0.00098
Indonesia	East Asia Pacific	1993	219942.2836	620.80252	0.00101
Indonesia	East Asia Pacific	1994	223036.68295	611.79502	0.00106
Indonesia	East Asia Pacific	1995	226730.65759	664.43692	0.00108
Indonesia	East Asia Pacific	1996	255277.67034	678.31783	0.00111
Indonesia	East Asia Pacific	1997	280966.16616	691.00229	0.00112
Indonesia	East Asia Pacific	1998	216146.79608	666.37064	0.00111
Indonesia	East Asia Pacific	1999	244151.61472	688.37339	0.00116
Indonesia	East Asia Pacific	2000	266020.99553	735.91342	0.00111
Indonesia	East Asia Pacific	2001	297773.90345	742.9707	0.00112
Indonesia	East Asia Pacific	2002	307613.13361	760.16772	0.00113
Indonesia	East Asia Pacific	2003	316913.92193	752.11289	0.00115
Indonesia	East Asia Pacific	2004	340126.18715	791.09081	0.00118
Indonesia	East Asia Pacific	2005	343617.59599	794.41	0.00123
Indonesia	East Asia Pacific	2006	346726.96713	802.35453	0.00136
Indonesia	East Asia Pacific	2007	377173.82327	788.07263	0.00137
Indonesia	East Asia Pacific	2008	417903.6499	793.10003	0.00138
Indonesia	East Asia Pacific	2009	447464.92519	845.99721	0.00148
Indonesia	East Asia Pacific	2010	428524.88736	877.07565	
India	South Asia	1990	617084.08405	350.07573	0.00033
India	South Asia	1991	657278.61743	357.36676	0.00034
India	South Asia	1992	699329.07604	363.07835	0.00034
India	South Asia	1993	723486.14882	364.5145	0.00033
India	South Asia	1994	764867.84696	371.22591	0.00034
India	South Asia	1995	812125.33245	385.09186	0.00035
India	South Asia	1996	879546.68347	389.42652	0.00035
India	South Asia	1997	915798.53455999994	397.37818	0.00035
India	South Asia	1998	934313.62708	399.49883	0.00035
India	South Asia	1999	996047.94585	414.96249	0.00035
India	South Asia	2000	1030480.80301	417.28759	0.00035
India	South Asia	2001	1036488.30409	416.01444	0.00035
India	South Asia	2002	1048453.399	421.27049	0.00035
India	South Asia	2003	1092767.01031	424.29435	0.00036
India	South Asia	2004	1146483.38638	439.70301	0.00036
India	South Asia	2005	1211136.50658	449.76586	0.00037
India	South Asia	2006	1288203.09995	466.13826	0.00038
India	South Asia	2007	1391391.79932	485.09963	0.00039
India	South Asia	2008	1549258.2829	501.55963	0.00039
India	South Asia	2009	1721528.95592	544.6266	0.00042
India	South Asia	2010	1701419.33829	561.6534	
Ireland	Europe Central Asia	1990	32918.08447	2820.41017	0.00098
Ireland	Europe Central Asia	1991	33647.82685	2827.8445	0.00093
Ireland	Europe Central Asia	1992	33458.20554	2775.218	0.00087
Ireland	Europe Central Asia	1993	33689.22137	2813.71046	0.00097
Ireland	Europe Central Asia	1994	34812.58797	2941.61324	0.00099
Ireland	Europe Central Asia	1995	35834.09215	2951.91309	0.00114
Ireland	Europe Central Asia	1996	37452.04526	3122.33561	0.00097
Ireland	Europe Central Asia	1997	38794.88638	3255.49845	0.00078
Ireland	Europe Central Asia	1998	40692.52162	3417.56853	0.00066
Ireland	Europe Central Asia	1999	42421.46919	3544.38762	0.00066
Ireland	Europe Central Asia	2000	45236.95712	3626.74716	0.00057
Ireland	Europe Central Asia	2001	47600.97593	3713.51387	0.00046
Ireland	Europe Central Asia	2002	46070.74986	3661.32224	0.00039
Ireland	Europe Central Asia	2003	45674.03565	3515.0945	0.00046
Ireland	Europe Central Asia	2004	46165.75079	3558.08594	0.00046
Ireland	Europe Central Asia	2005	48159.42749	3503.64286	0.00039
Ireland	Europe Central Asia	2006	47603.52699	3424.16085	0.00038
Ireland	Europe Central Asia	2007	47674.94556	3416.03095	0.00033
Ireland	Europe Central Asia	2008	47354.72728	3293.88464	0.00035
Ireland	Europe Central Asia	2009	42143.96768	3149.56514	0.00035
Ireland	Europe Central Asia	2010	41711.75173	3152.00361	0.00044
Iran	Middle East North Africa	1990	209409.66311	1229.9738	0.00327
Iran	Middle East North Africa	1991	226139.23254	1332.47497	0.0035
Iran	Middle East North Africa	1992	227142.86132	1376.35736	0.00354
Iran	Middle East North Africa	1993	235769.5107	1458.48326	0.0037
Iran	Middle East North Africa	1994	263736.14241	1596.02529	0.00371
Iran	Middle East North Africa	1995	271369.53446	1647.24643	0.00374
Iran	Middle East North Africa	1996	274232.08893	1567.16283	0.0037
Iran	Middle East North Africa	1997	267317.97368	1730.50198	0.00364
Iran	Middle East North Africa	1998	306256.83246	1739.32157	0.00364
Iran	Middle East North Africa	1999	379937.86514	1947.82997	0.00399
Iran	Middle East North Africa	2000	369565.81847	1874.67145	0.00409
Iran	Middle East North Africa	2001	395254.72382	2008.65489	0.00391
Iran	Middle East North Africa	2002	398124.03285	2051.78885	0.00395
Iran	Middle East North Africa	2003	414332.44646	2094.26916	0.00433
Iran	Middle East North Africa	2004	442451.62928	2256.4626	0.00445
Iran	Middle East North Africa	2005	463909.45093	2475.08773	0.00456
Iran	Middle East North Africa	2006	504203.08278	2557.7637	0.00466
Iran	Middle East North Africa	2007	513734.08307	2676.59959	0.00483
Iran	Middle East North Africa	2008	535348.11864	2837.18459	0.00477
Iran	Middle East North Africa	2009	547332.74844	2800.51544	0.00478
Iran	Middle East North Africa	2010	564496.32734	2769.46357	
Iraq	Middle East North Africa	1990	49096.99701	1150.65394	0.00604
Iraq	Middle East North Africa	1991	45222.32939	891.91233	0.00093
Iraq	Middle East North Africa	1992	58937.55891	1288.23071	0.0013
Iraq	Middle East North Africa	1993	63181.45867	1627.89178	0.00144
Iraq	Middle East North Africa	1994	71147.36343	1789.2848	0.00154
Iraq	Middle East North Africa	1995	74144.84406	1666.75302	0.00154
Iraq	Middle East North Africa	1996	69341.08296	1617.87653	0.00156
Iraq	Middle East North Africa	1997	68134.56671	1866.09202	0.00302
Iraq	Middle East North Africa	1998	72160.51145	1290.69557	0.0049
Iraq	Middle East North Africa	1999	71740.01952	967.35203	0.00565
Iraq	Middle East North Africa	2000	71774.13089	1104.93274	0.00567
Iraq	Middle East North Africa	2001	84625.15489	1199.02236	0.00547
Iraq	Middle East North Africa	2002	86391.55483	1107.08185	0.00458
Iraq	Middle East North Africa	2003	90860.97554	988.99737	0.0031
Iraq	Middle East North Africa	2004	113728.04488	991.91775	0.00392
Iraq	Middle East North Africa	2005	113072.88796	981.72596	0.00356
Iraq	Middle East North Africa	2006	98261.439	908.57525	0.0036
Iraq	Middle East North Africa	2007	61542.14034	909.17529	0.00364
Iraq	Middle East North Africa	2008	92242.51385	968.3507	0.00396
Iraq	Middle East North Africa	2009	103573.82764	1137.0344	0.00389
Iraq	Middle East North Africa	2010	111076.219	1261.22051	
Iceland	Europe Central Asia	1990	2239.25769	8907.79198	0.00549
Iceland	Europe Central Asia	1991	2119.43806	8054.35672	0.00558
Iceland	Europe Central Asia	1992	2264.87913	7755.39442	0.00535
Iceland	Europe Central Asia	1993	2423.00624	8249.53645	0.00568
Iceland	Europe Central Asia	1994	2363.84301	8293.41293	0.00559
Iceland	Europe Central Asia	1995	2467.13088	8255.76891	0.00585
Iceland	Europe Central Asia	1996	2522.20098	8847.78518	0.00598
Iceland	Europe Central Asia	1997	2617.775	8584.1005	0.00617
Iceland	Europe Central Asia	1998	2637.60647	9036.6543	0.00658
Iceland	Europe Central Asia	1999	2843.59302	10038.31192	0.00787
Iceland	Europe Central Asia	2000	2936.38903	11091.54887	0.0082
Iceland	Europe Central Asia	2001	2865.01636	10589.46619	0.00863
Iceland	Europe Central Asia	2002	2990.18748	10804.64172	0.00859
Iceland	Europe Central Asia	2003	2981.95756	10731.32864	0.00848
Iceland	Europe Central Asia	2004	3103.77764	10524.2507	0.0086
Iceland	Europe Central Asia	2005	2971.35791	10524.8775	0.00888
Iceland	Europe Central Asia	2006	3149.61771	12734.00662	0.01083
Iceland	Europe Central Asia	2007	3496.8183	14746.03134	0.01293
Iceland	Europe Central Asia	2008	3798.06173	16353.83127	0.01402
Iceland	Europe Central Asia	2009	3734.14759	16911.07978	0.01395
Iceland	Europe Central Asia	2010	3623.90684	17023.16682	0.01427
Israel	Middle East North Africa	1990	35852.4349	2460.46545	9e-05
Israel	Middle East North Africa	1991	36178.182460000004	2324.5393	9e-05
Israel	Middle East North Africa	1992	42117.47688	2580.96935	1e-04
Israel	Middle East North Africa	1993	44270.42722	2634.67402	1e-04
Israel	Middle East North Africa	1994	47513.30348	2738.3997	1e-04
Israel	Middle East North Africa	1995	49905.99049	2796.25158	1e-04
Israel	Middle East North Africa	1996	51978.27581	2801.20836	1e-04
Israel	Middle East North Africa	1997	54908.79775	2881.12834	1e-04
Israel	Middle East North Africa	1998	56055.1576	2885.72651	1e-04
Israel	Middle East North Africa	1999	54799.34546	2737.73665	1e-04
Israel	Middle East North Africa	2000	59568.11352	2899.42662	0.00011
Israel	Middle East North Africa	2001	63073.95542	2973.04271	0.00011
Israel	Middle East North Africa	2002	59348.28701	2862.79574	0.00011
Israel	Middle East North Africa	2003	62465.78152	2949.30042	0.00012
Israel	Middle East North Africa	2004	58727.30303	2821.99692	0.00027
Israel	Middle East North Africa	2005	56570.45028	2661.44919	0.00032
Israel	Middle East North Africa	2006	62199.81981	2882.39902	4e-04
Israel	Middle East North Africa	2007	62851.32559	2898.15337	0.00042
Israel	Middle East North Africa	2008	68035.80765	3129.12776	0.00055
Israel	Middle East North Africa	2009	63913.23433	2873.87611	0.00045
Israel	Middle East North Africa	2010	68342.81312	3042.43402	5e-04
Italy	Europe Central Asia	1990	439999.67258	2583.88808	0.00045
Italy	Europe Central Asia	1991	439704.33395	2645.67324	0.00046
Italy	Europe Central Asia	1992	437609.20585	2627.34001	0.00048
Italy	Europe Central Asia	1993	430897.83361	2611.99044	5e-04
Italy	Europe Central Asia	1994	425158.44109	2578.46598	0.00052
Italy	Europe Central Asia	1995	451802.86763	2799.37576	0.00052
Italy	Europe Central Asia	1996	444549.86088	2796.15474	0.00053
Italy	Europe Central Asia	1997	449202.96888	2834.40295	0.00053
Italy	Europe Central Asia	1998	460284.2714	2912.94737	0.00053
Italy	Europe Central Asia	1999	464670.8792	2957.31149	0.00051
Italy	Europe Central Asia	2000	470678.82301	3012.195	0.00049
Italy	Europe Central Asia	2001	476355.45265	3020.62119	0.00047
Italy	Europe Central Asia	2002	477895.72595	3037.26696	0.00048
Italy	Europe Central Asia	2003	491152.21506	3168.52902	0.00048
Italy	Europe Central Asia	2004	494995.59999	3169.93264	0.00049
Italy	Europe Central Asia	2005	494862.88676	3214.67412	0.00047
Italy	Europe Central Asia	2006	489402.53479	3175.79987	0.00046
Italy	Europe Central Asia	2007	479470.73904	3149.57655	0.00044
Italy	Europe Central Asia	2008	467854.74255	3087.56633	0.00045
Italy	Europe Central Asia	2009	417016.36803	2869.92071	0.00045
Italy	Europe Central Asia	2010	426700.05489	2930.58852	0.00048
Jamaica	America	1990	7533.2941	1150.71536	2e-04
Jamaica	America	1991	7756.94414	1145.83612	2e-04
Jamaica	America	1992	7717.08274	1195.48168	2e-04
Jamaica	America	1993	8006.82583	1187.69241	2e-04
Jamaica	America	1994	8197.66543	1199.0779	2e-04
Jamaica	America	1995	9180.91738	1263.81817	2e-04
Jamaica	America	1996	9695.53923	1318.95576	2e-04
Jamaica	America	1997	10076.44498	1305.95499	2e-04
Jamaica	America	1998	9701.97226	1344.27969	0.00018
Jamaica	America	1999	9966.34178	1369.31258	0.00019
Jamaica	America	2000	10322.43454	1436.42994	0.00023
Jamaica	America	2001	10585.08414	1430.14437	0.00019
Jamaica	America	2002	10210.95261	1324.65998	0.00015
Jamaica	America	2003	10675.81207	1371.58458	0.00015
Jamaica	America	2004	10582.88121	1379.41479	0.00015
Jamaica	America	2005	10359.06171	1355.28209	0.00015
Jamaica	America	2006	11432.77172	1510.60174	0.00015
Jamaica	America	2007	9624.92919	1511.58774	0.00015
Jamaica	America	2008	9945.05096	1265.62255	0.00018
Jamaica	America	2009	7621.43197	1080.15417	0.00019
Jamaica	America	2010	7129.86387	951.4108	
Jordan	Middle East North Africa	1990	10486.43493	918.13292	5e-05
Jordan	Middle East North Africa	1991	9911.04842	899.8781	4e-05
Jordan	Middle East North Africa	1992	11992.9285	955.75176	4e-05
Jordan	Middle East North Africa	1993	11783.75789	896.3003	5e-05
Jordan	Middle East North Africa	1994	13260.33085	915.43682	6e-05
Jordan	Middle East North Africa	1995	13218.54323	937.38574	6e-05
Jordan	Middle East North Africa	1996	13837.74446	932.50267	6e-05
Jordan	Middle East North Africa	1997	14085.11713	929.91686	6e-05
Jordan	Middle East North Africa	1998	14263.52715	943.03774	6e-05
Jordan	Middle East North Africa	1999	14277.053	923.6985	6e-05
Jordan	Middle East North Africa	2000	15212.48261	949.86582	6e-05
Jordan	Middle East North Africa	2001	15623.32054	923.3053	6e-05
Jordan	Middle East North Africa	2002	16434.11891	951.5474	5e-05
Jordan	Middle East North Africa	2003	16995.94266	952.02198	6e-05
Jordan	Middle East North Africa	2004	18684.77307	1114.30414	6e-05
Jordan	Middle East North Africa	2005	20452.83119	1157.95866	5e-05
Jordan	Middle East North Africa	2006	20544.24933	1143.88004	5e-05
Jordan	Middle East North Africa	2007	21454.63708	1152.46112	5e-05
Jordan	Middle East North Africa	2008	20734.8788	1078.1662	5e-05
Jordan	Middle East North Africa	2009	21353.72905	1081.92336	5e-05
Jordan	Middle East North Africa	2010	20631.2233	978.20366	
Japan	East Asia Pacific	1990	1159463.47351	3551.16177	0.00062
Japan	East Asia Pacific	1991	1171005.51131	3575.24609	0.00065
Japan	East Asia Pacific	1992	1180717.40546	3649.94432	0.00065
Japan	East Asia Pacific	1993	1173681.13547	3664.56836	0.00071
Japan	East Asia Pacific	1994	1228640.83813	3850.96244	0.00073
Japan	East Asia Pacific	1995	1241013.43897	3935.99475	0.00079
Japan	East Asia Pacific	1996	1253096.0868	4008.47624	0.00081
Japan	East Asia Pacific	1997	1246339.43015	4041.16767	0.00085
Japan	East Asia Pacific	1998	1206577.5823	3955.62763	0.00087
Japan	East Asia Pacific	1999	1243208.91804	4011.22478	0.00083
Japan	East Asia Pacific	2000	1266013.62261	4083.8317	0.00084
Japan	East Asia Pacific	2001	1251368.17305	4008.26803	0.00083
Japan	East Asia Pacific	2002	1280603.16236	3991.97757	0.00077
Japan	East Asia Pacific	2003	1288836.22344	3953.18451	0.00067
Japan	East Asia Pacific	2004	1284094.09945	4078.21054	0.00075
Japan	East Asia Pacific	2005	1291366.12575	4062.97905	8e-04
Japan	East Asia Pacific	2006	1268195.29499	4053.88344	8e-04
Japan	East Asia Pacific	2007	1303961.12473	4012.65424	0.00072
Japan	East Asia Pacific	2008	1233240.8415	3858.43452	7e-04
Japan	East Asia Pacific	2009	1163913.49039	3678.51113	0.00074
Japan	East Asia Pacific	2010	1215418.15803	3893.2666	0.00075
Kazakhstan	Europe Central Asia	1990	266826.41233	4492.85307	0.00547
Kazakhstan	Europe Central Asia	1991	257453.23777	4555.89751	0.00553
Kazakhstan	Europe Central Asia	1992	233240.42149	4796.14425	0.00542
Kazakhstan	Europe Central Asia	1993	205024.19595	4018.4694	0.00481
Kazakhstan	Europe Central Asia	1994	170700.5079	3612.13807	0.0044
Kazakhstan	Europe Central Asia	1995	162932.99751	3303.26767	0.00398
Kazakhstan	Europe Central Asia	1996	149183.77281	2911.34437	0.00403
Kazakhstan	Europe Central Asia	1997	140127.48218	2575.6706	0.00421
Kazakhstan	Europe Central Asia	1998	135193.62358	2610.07863	0.00422
Kazakhstan	Europe Central Asia	1999	108184.25923	2406.24892	0.00435
Kazakhstan	Europe Central Asia	2000	133516.39319	2397.20233	0.00521
Kazakhstan	Europe Central Asia	2001	127732.377	2324.54767	0.00559
Kazakhstan	Europe Central Asia	2002	146135.74373	2674.25567	0.00607
Kazakhstan	Europe Central Asia	2003	163762.42854	2891.09303	0.00675
Kazakhstan	Europe Central Asia	2004	170303.26134	3383.07445	0.00754
Kazakhstan	Europe Central Asia	2005	183924.66104	3358.97112	0.00774
Kazakhstan	Europe Central Asia	2006	206684.71745	4012.78507	0.00826
Kazakhstan	Europe Central Asia	2007	213188.26224	4267.99306	0.00845
Kazakhstan	Europe Central Asia	2008	213341.33005	4457.16811	0.00908
Kazakhstan	Europe Central Asia	2009	208507.83664	3944.28827	0.0092
Kazakhstan	Europe Central Asia	2010	236454.98327	4234.85106	
