country	world_region	year	yearly_co2_emissions	energy_use_per_person	energy_production_per_person
St. Lucia	America	1992	150.347		
St. Lucia	America	1993	231.021		
St. Lucia	America	1994	256.69		
St. Lucia	America	1995	308.028		
St. Lucia	America	1996	322.696		
St. Lucia	America	1997	304.361		
St. Lucia	America	1998	293.36		
St. Lucia	America	1999	333.697		
St. Lucia	America	2000	348.365		
St. Lucia	America	2001	348.365		
St. Lucia	America	2002	289.693		
St. Lucia	America	2003	359.366		
St. Lucia	America	2004	355.699	741.58303	
St. Lucia	America	2005	366.7	752.67567	
St. Lucia	America	2006	366.7	719.55061	
St. Lucia	America	2007	385.035	763.54548	
St. Lucia	America	2008	396.036		
St. Lucia	America	2009	385.035		
St. Lucia	America	2010	403.37		
Sri Lanka	South Asia	1990	3832.60178	318.38014	0.00024
Sri Lanka	South Asia	1991	4140.41747	319.32422	0.00024
Sri Lanka	South Asia	1992	5110.16442	323.94819	0.00024
Sri Lanka	South Asia	1993	4979.68129	337.94571	0.00024
Sri Lanka	South Asia	1994	5440.23269	321.48086	0.00022
Sri Lanka	South Asia	1995	5820.25944	329.177	0.00022
Sri Lanka	South Asia	1996	6975.82946	365.87427	0.00023
Sri Lanka	South Asia	1997	7525.71631	377.0433	0.00024
Sri Lanka	South Asia	1998	7742.64597	381.35895	0.00023
Sri Lanka	South Asia	1999	8524.50657	405.08085	0.00024
Sri Lanka	South Asia	2000	10142.11416	443.42645	0.00025
Sri Lanka	South Asia	2001	10335.7218	425.63409	0.00024
Sri Lanka	South Asia	2002	10955.64607	430.04468	0.00024
Sri Lanka	South Asia	2003	10961.09551	451.61893	0.00024
Sri Lanka	South Asia	2004	12156.1138	453.80686	0.00024
Sri Lanka	South Asia	2005	11944.96632	460.50931	0.00025
Sri Lanka	South Asia	2006	11803.31297	461.13677	0.00026
Sri Lanka	South Asia	2007	12161.25948	466.70716	0.00025
Sri Lanka	South Asia	2008	11997.63165	456.09434	0.00025
Sri Lanka	South Asia	2009	12954.08208	449.52654	0.00025
Sri Lanka	South Asia	2010	13060.98643	480.77186	
Lesotho	Sub Saharan Africa	1990	1474.134		
Lesotho	Sub Saharan Africa	1991	1529.139		
Lesotho	Sub Saharan Africa	1992	1587.811		
Lesotho	Sub Saharan Africa	1993	1635.482		
Lesotho	Sub Saharan Africa	1994	1675.819		
Lesotho	Sub Saharan Africa	1995	1708.822		
Lesotho	Sub Saharan Africa	1996	1738.158		
Lesotho	Sub Saharan Africa	1997	1771.161		
Lesotho	Sub Saharan Africa	1998	1804.164		
Lesotho	Sub Saharan Africa	1999	1826.166		
Lesotho	Sub Saharan Africa	2000	1851.835		
Lesotho	Sub Saharan Africa	2001	1877.504		
Lesotho	Sub Saharan Africa	2002	1906.84		
Lesotho	Sub Saharan Africa	2003	1932.509		
Lesotho	Sub Saharan Africa	2004	1983.847	13.95854	
Lesotho	Sub Saharan Africa	2005	2013.183	16.53212	
Lesotho	Sub Saharan Africa	2006	2038.852	9.54803	
Lesotho	Sub Saharan Africa	2007	2075.522	9.56253	
Lesotho	Sub Saharan Africa	2008	2126.86		
Lesotho	Sub Saharan Africa	2009	2218.535		
Lesotho	Sub Saharan Africa	2010	2277.207		
Lithuania	Europe Central Asia	1990	35816.5352	4344.17273	0.00134
Lithuania	Europe Central Asia	1991	37914.32827	4601.70015	0.00133
Lithuania	Europe Central Asia	1992	21204.42593	2978.41121	0.00119
Lithuania	Europe Central Asia	1993	16345.51974	2472.21742	0.00105
Lithuania	Europe Central Asia	1994	15761.11838	2220.42036	0.00074
Lithuania	Europe Central Asia	1995	15016.43375	2401.12017	0.00106
Lithuania	Europe Central Asia	1996	15671.64124	2610.04195	0.00125
Lithuania	Europe Central Asia	1997	15082.53464	2490.34764	0.00114
Lithuania	Europe Central Asia	1998	15901.04898	2633.26187	0.0013
Lithuania	Europe Central Asia	1999	13418.49626	2259.65641	0.00104
Lithuania	Europe Central Asia	2000	11797.6762	2037.61956	0.00096
Lithuania	Europe Central Asia	2001	12511.01691	2384.74273	0.00122
Lithuania	Europe Central Asia	2002	12612.69033	2574.35333	0.00146
Lithuania	Europe Central Asia	2003	12602.18973	2709.24976	0.00156
Lithuania	Europe Central Asia	2004	13178.22462	2779.1959	0.00152
Lithuania	Europe Central Asia	2005	14103.49798	2662.80073	0.00115
Lithuania	Europe Central Asia	2006	14417.3785	2666.01334	0.00103
Lithuania	Europe Central Asia	2007	15783.39492	2927.24122	0.00112
Lithuania	Europe Central Asia	2008	15100.04261	2975.912	0.00115
Lithuania	Europe Central Asia	2009	12841.89432	2770.83236	0.00126
Lithuania	Europe Central Asia	2010	13724.46537	2275.76017	
Luxembourg	Europe Central Asia	1990	11857.43539	8874.10502	8e-05
Luxembourg	Europe Central Asia	1991	12476.27855	9353.42119	8e-05
Luxembourg	Europe Central Asia	1992	12227.95729	9262.08198	0.00012
Luxembourg	Europe Central Asia	1993	12371.44903	9266.94258	0.00011
Luxembourg	Europe Central Asia	1994	11561.61172	8823.25247	0.00011
Luxembourg	Europe Central Asia	1995	9167.3505	7705.40716	0.00011
Luxembourg	Europe Central Asia	1996	9216.19988	7711.17871	9e-05
Luxembourg	Europe Central Asia	1997	8572.58097	7409.851	1e-04
Luxembourg	Europe Central Asia	1998	7692.92463	7066.88486	0.00012
Luxembourg	Europe Central Asia	1999	8147.13367	7266.97253	0.00012
Luxembourg	Europe Central Asia	2000	8735.74839	7676.83704	0.00013
Luxembourg	Europe Central Asia	2001	9229.62348	7982.85035	0.00013
Luxembourg	Europe Central Asia	2002	10006.89065	8204.72684	0.00013
Luxembourg	Europe Central Asia	2003	10478.15143	8549.50291	0.00013
Luxembourg	Europe Central Asia	2004	11858.38977	9387.4371	0.00015
Luxembourg	Europe Central Asia	2005	12119.18608	9428.81129	0.00019
Luxembourg	Europe Central Asia	2006	11947.73416	9170.53257	2e-04
Luxembourg	Europe Central Asia	2007	11341.81251	8773.8967	2e-04
Luxembourg	Europe Central Asia	2008	11208.46878	8612.23371	0.00021
Luxembourg	Europe Central Asia	2009	10661.00066	7951.72394	0.00021
Luxembourg	Europe Central Asia	2010	11226.5382	8329.47828	2e-04
Latvia	Europe Central Asia	1990	19520.88072	2949.28414	0.00042
Latvia	Europe Central Asia	1991	17798.17098	2791.67473	0.00042
Latvia	Europe Central Asia	1992	14091.90688	2335.40919	0.00041
Latvia	Europe Central Asia	1993	11828.59367	2058.64963	0.00046
Latvia	Europe Central Asia	1994	10305.44057	1893.96336	0.00052
Latvia	Europe Central Asia	1995	9097.92983	1849.58528	0.00057
Latvia	Europe Central Asia	1996	9178.1879	1839.98353	0.00058
Latvia	Europe Central Asia	1997	8653.48565	1821.35199	0.00067
Latvia	Europe Central Asia	1998	8287.90489	1796.18086	0.00073
Latvia	Europe Central Asia	1999	7702.77535	1663.91506	0.00068
Latvia	Europe Central Asia	2000	7070.95538	1618.46001	0.00059
Latvia	Europe Central Asia	2001	7481.1208	1759.16087	0.00064
Latvia	Europe Central Asia	2002	7514.81918	1763.25756	0.00068
Latvia	Europe Central Asia	2003	7734.28612	1889.95413	0.00074
Latvia	Europe Central Asia	2004	7744.36629	1961.10462	8e-04
Latvia	Europe Central Asia	2005	7819.16143	2022.56433	0.00081
Latvia	Europe Central Asia	2006	8320.64878	2113.71073	0.00081
Latvia	Europe Central Asia	2007	8642.83876	2179.81389	0.00079
Latvia	Europe Central Asia	2008	8203.83557	2106.36369	0.00079
Latvia	Europe Central Asia	2009	7463.45551	2055.82469	0.00093
Latvia	Europe Central Asia	2010	8560.96965	2148.65355	
Morocco	Middle East North Africa	1990	23059.46428	307.10409	3e-05
Morocco	Middle East North Africa	1991	24342.2598	316.94105	3e-05
Morocco	Middle East North Africa	1992	25552.96288	329.8284	3e-05
Morocco	Middle East North Africa	1993	27628.13473	336.47661	3e-05
Morocco	Middle East North Africa	1994	29006.65027	354.52624	3e-05
Morocco	Middle East North Africa	1995	29643.26889	345.92397	3e-05
Morocco	Middle East North Africa	1996	30431.25774	358.38836	3e-05
Morocco	Middle East North Africa	1997	31126.86247	364.48526	3e-05
Morocco	Middle East North Africa	1998	31285.27236	366.7722	3e-05
Morocco	Middle East North Africa	1999	32378.75266	385.22368	2e-05
Morocco	Middle East North Africa	2000	33604.40802	382.68326	2e-05
Morocco	Middle East North Africa	2001	37456.47974	401.04047	2e-05
Morocco	Middle East North Africa	2002	38105.13072	403.08513	2e-05
Morocco	Middle East North Africa	2003	37526.11399	396.89168	2e-05
Morocco	Middle East North Africa	2004	43397.66395	465.66842	2e-05
Morocco	Middle East North Africa	2005	45562.81839	487.40376	2e-05
Morocco	Middle East North Africa	2006	47429.59851	490.03728	2e-05
Morocco	Middle East North Africa	2007	50271.32733	499.59239	2e-05
Morocco	Middle East North Africa	2008	52903.81986	512.60789	2e-05
Morocco	Middle East North Africa	2009	52633.14637	509.96059	2e-05
Morocco	Middle East North Africa	2010	56245.99927	528.1039	
Moldova	Europe Central Asia	1990	27771.50081	3331.81671	1e-05
Moldova	Europe Central Asia	1991	22403.31881	2772.8964	2e-05
Moldova	Europe Central Asia	1992	20995.23416	2299.5106	1e-05
Moldova	Europe Central Asia	1993	15858.78669	2050.62268	1e-05
Moldova	Europe Central Asia	1994	12437.13902	1717.03994	1e-05
Moldova	Europe Central Asia	1995	11414.74429	1598.09905	1e-05
Moldova	Europe Central Asia	1996	11696.65912	1376.23799	2e-05
Moldova	Europe Central Asia	1997	7307.32147	1318.5703799999999	2e-05
Moldova	Europe Central Asia	1998	6449.11183	1217.71922	1e-05
Moldova	Europe Central Asia	1999	4688.37089	1063.44772	2e-05
Moldova	Europe Central Asia	2000	3575.87745	986.02837	2e-05
Moldova	Europe Central Asia	2001	3789.68907	1046.21164	2e-05
Moldova	Europe Central Asia	2002	4055.05317	1063.59998	2e-05
Moldova	Europe Central Asia	2003	4407.87371	1157.72106	2e-05
Moldova	Europe Central Asia	2004	4617.20187	1166.35667	2e-05
Moldova	Europe Central Asia	2005	4941.55747	1210.89009	2e-05
Moldova	Europe Central Asia	2006	5033.86554	1198.0084	2e-05
Moldova	Europe Central Asia	2007	4982.62993	1168.38662	2e-05
Moldova	Europe Central Asia	2008	5194.62977	1166.28661	3e-05
Moldova	Europe Central Asia	2009	4543.22875	1109.17396	3e-05
Moldova	Europe Central Asia	2010	4834.86074	1225.68406	
Madagascar	Sub Saharan Africa	1990	929.9162		
Madagascar	Sub Saharan Africa	1991	1010.55352		
Madagascar	Sub Saharan Africa	1992	981.18085		
Madagascar	Sub Saharan Africa	1993	1006.81318		
Madagascar	Sub Saharan Africa	1994	1247.12482		
Madagascar	Sub Saharan Africa	1995	1287.4389		
Madagascar	Sub Saharan Africa	1996	1341.73633		
Madagascar	Sub Saharan Africa	1997	1624.75706		
Madagascar	Sub Saharan Africa	1998	1712.05937		
Madagascar	Sub Saharan Africa	1999	1818.37487		
Madagascar	Sub Saharan Africa	2000	1868.98393		
Madagascar	Sub Saharan Africa	2001	1736.88845		
Madagascar	Sub Saharan Africa	2002	1232.91686		
Madagascar	Sub Saharan Africa	2003	1681.85		
Madagascar	Sub Saharan Africa	2004	1790.83098		
Madagascar	Sub Saharan Africa	2005	1726.80641		
Madagascar	Sub Saharan Africa	2006	1667.58937		
Madagascar	Sub Saharan Africa	2007	1784.84188		
Madagascar	Sub Saharan Africa	2008	1870.09907		
Madagascar	Sub Saharan Africa	2009	1755.33131		
Madagascar	Sub Saharan Africa	2010	1939.93072		
Maldives	South Asia	1990	172.349	228.0758	
Maldives	South Asia	1991	154.014		
Maldives	South Asia	1992	231.021		
Maldives	South Asia	1993	198.018		
Maldives	South Asia	1994	198.018		
Maldives	South Asia	1995	249.356		
Maldives	South Asia	1996	289.693		
Maldives	South Asia	1997	330.03		
Maldives	South Asia	1998	300.694		
Maldives	South Asia	1999	421.705		
Maldives	South Asia	2000	451.041		
Maldives	South Asia	2001	462.042		
Maldives	South Asia	2002	594.054		
Maldives	South Asia	2003	506.046		
Maldives	South Asia	2004	667.394	803.17414	
Maldives	South Asia	2005	601.388	703.98738	
Maldives	South Asia	2006	759.069	879.42422	
Maldives	South Asia	2007	781.071	892.08728	
Maldives	South Asia	2008	843.41		
Maldives	South Asia	2009	883.747		
Maldives	South Asia	2010	935.085		
Mexico	America	1990	317301.92648	1473.38866	0.00231
Mexico	America	1991	330403.46353	1518.48924	0.00235
Mexico	America	1992	333052.61082	1503.67809	0.0023
Mexico	America	1993	338344.01576	1502.21564	0.00228
Mexico	America	1994	351816.00329	1509.93925	0.00225
Mexico	America	1995	331868.11377	1437.64696	0.00218
Mexico	America	1996	346049.23526	1445.93367	0.00226
Mexico	America	1997	368946.65415	1498.00198	0.00231
Mexico	America	1998	388674.88611	1516.61071	0.00231
Mexico	America	1999	390836.198	1537.52248	0.00224
Mexico	America	2000	396390.65415	1516.63586	0.00222
Mexico	America	2001	411034.19213	1548.31614	0.00223
Mexico	America	2002	412305.02098	1534.72185	0.0022
Mexico	America	2003	438115.96393	1603.93749	0.00228
Mexico	America	2004	439216.04881	1599.16125	0.00235
Mexico	America	2005	464373.09709	1685.09967	0.00238
Mexico	America	2006	476955.41678	1698.58536	0.00232
Mexico	America	2007	480179.65055	1662.6026	0.00224
Mexico	America	2008	493383.31056	1621.26498	0.00211
Mexico	America	2009	476292.71261	1599.5167	0.00196
Mexico	America	2010	464162.24859	1531.75694	0.00192
Marshall Islands	East Asia Pacific	1992	77.007		
Marshall Islands	East Asia Pacific	1993	84.341		
Marshall Islands	East Asia Pacific	1994	84.341		
Marshall Islands	East Asia Pacific	1995	88.008		
Marshall Islands	East Asia Pacific	1996	88.008		
Marshall Islands	East Asia Pacific	1997	88.008		
Marshall Islands	East Asia Pacific	1998	91.675		
Marshall Islands	East Asia Pacific	1999	88.008		
Marshall Islands	East Asia Pacific	2000	99.009		
Marshall Islands	East Asia Pacific	2001	102.676		
Marshall Islands	East Asia Pacific	2002	110.01		
Marshall Islands	East Asia Pacific	2003	106.343		
Marshall Islands	East Asia Pacific	2004	117.344	532.34452	
Marshall Islands	East Asia Pacific	2005	113.677	524.81089	
Marshall Islands	East Asia Pacific	2006	121.011	537.95255	
Marshall Islands	East Asia Pacific	2007	124.678	570.90864	
Marshall Islands	East Asia Pacific	2008	128.345		
Marshall Islands	East Asia Pacific	2009	132.012		
Marshall Islands	East Asia Pacific	2010	135.679		
North Macedonia	Europe Central Asia	1990	14284.5893	1240.9349	0.00066
North Macedonia	Europe Central Asia	1991	10123.57892	1217.81546	7e-04
North Macedonia	Europe Central Asia	1992	11037.67	1358.17905	0.00079
North Macedonia	Europe Central Asia	1993	10175.925	1397.64157	0.00078
North Macedonia	Europe Central Asia	1994	10300.603	1248.19007	0.00077
North Macedonia	Europe Central Asia	1995	10692.972	1260.42782	0.00081
North Macedonia	Europe Central Asia	1996	11741.734	1485.08502	0.00079
North Macedonia	Europe Central Asia	1997	10634.3	1343.62757	0.00075
North Macedonia	Europe Central Asia	1998	12625.481	1435.86737	0.00088
North Macedonia	Europe Central Asia	1999	11723.399	1338.70334	0.00082
North Macedonia	Europe Central Asia	2000	12064.43	1311.02865	0.00076
North Macedonia	Europe Central Asia	2001	11998.424	1261.30606	0.00078
North Macedonia	Europe Central Asia	2002	10934.994	1233.48161	0.00075
North Macedonia	Europe Central Asia	2003	11309.028	1358.53885	0.00082
North Macedonia	Europe Central Asia	2004	11191.684	1335.12344	0.00079
North Macedonia	Europe Central Asia	2005	11279.692	1359.37762	0.00077
North Macedonia	Europe Central Asia	2006	10938.661	1421.33146	0.00079
North Macedonia	Europe Central Asia	2007	9493.863	1464.71624	0.00073
North Macedonia	Europe Central Asia	2008	9402.188	1461.0995	0.00079
North Macedonia	Europe Central Asia	2009	8698.124	1360.67034	0.00078
North Macedonia	Europe Central Asia	2010	8602.782	1390.53266	
Mali	Sub Saharan Africa	1990	423.4337		
Mali	Sub Saharan Africa	1991	434.42095		
Mali	Sub Saharan Africa	1992	449.0752		
Mali	Sub Saharan Africa	1993	460.06244		
Mali	Sub Saharan Africa	1994	468.04713		
Mali	Sub Saharan Africa	1995	471.70496		
Mali	Sub Saharan Africa	1996	493.69779		
Mali	Sub Saharan Africa	1997	529.00225		
Mali	Sub Saharan Africa	1998	770.07		
Mali	Sub Saharan Africa	1999	803.073		
Mali	Sub Saharan Africa	2000	832.409		
Mali	Sub Saharan Africa	2001	839.743		
Mali	Sub Saharan Africa	2002	858.078		
Mali	Sub Saharan Africa	2003	858.078		
Mali	Sub Saharan Africa	2004	891.081		
Mali	Sub Saharan Africa	2005	916.75		
Mali	Sub Saharan Africa	2006	1081.765		
Mali	Sub Saharan Africa	2007	1298.118		
Mali	Sub Saharan Africa	2008	1558.475		
Mali	Sub Saharan Africa	2009	1785.829		
Mali	Sub Saharan Africa	2010	1976.513		
Malta	Europe Central Asia	1990	1944.8775	1961.64271	0
Malta	Europe Central Asia	1991	2113.93231	1846.50057	0
Malta	Europe Central Asia	1992	2307.26221	1807.05787	0
Malta	Europe Central Asia	1993	2319.99192	2289.02151	0
Malta	Europe Central Asia	1994	2486.11101	2056.3425	0
Malta	Europe Central Asia	1995	2478.83737	1879.09459	0
Malta	Europe Central Asia	1996	2437.84628	1836.66969	0
Malta	Europe Central Asia	1997	2483.59119	2047.42275	0
Malta	Europe Central Asia	1998	2487.17141	1792.82717	0
Malta	Europe Central Asia	1999	2533.48339	1943.42558	0
Malta	Europe Central Asia	2000	2527.7891	1731.70857	0
Malta	Europe Central Asia	2001	2428.39522	2001.3357800000001	0
Malta	Europe Central Asia	2002	2422.92375	1851.91265	0
Malta	Europe Central Asia	2003	2629.38065	2071.49846	0
Malta	Europe Central Asia	2004	2541.98315	2066.58393	0
Malta	Europe Central Asia	2005	2598.50225	2181.14374	0
Malta	Europe Central Asia	2006	2606.34048	2055.68605	0
Malta	Europe Central Asia	2007	2685.14285	2156.5558	0
Malta	Europe Central Asia	2008	2761.04576	2043.5269	0
Malta	Europe Central Asia	2009	2532.80079	1887.20341	0
Malta	Europe Central Asia	2010	2534.4205	2012.31581	
Myanmar	East Asia Pacific	1990	4238.26689	258.36119	0.00027
Myanmar	East Asia Pacific	1991	4140.05163	250.69027	0.00026
Myanmar	East Asia Pacific	1992	4845.55843	255.35097	0.00027
Myanmar	East Asia Pacific	1993	5306.16726	250.41899	0.00025
Myanmar	East Asia Pacific	1994	6201.25081	263.16913	0.00026
Myanmar	East Asia Pacific	1995	6911.99273	268.98367	0.00026
Myanmar	East Asia Pacific	1996	7209.47748	266.15874	0.00026
Myanmar	East Asia Pacific	1997	7450.55628	268.2808	0.00026
Myanmar	East Asia Pacific	1998	8043.65541	272.03015	0.00028
Myanmar	East Asia Pacific	1999	8937.34983	269.60984	0.00031
Myanmar	East Asia Pacific	2000	10050.73386	274.87819	0.00034
Myanmar	East Asia Pacific	2001	8687.35191	265.74202	0.00035
Myanmar	East Asia Pacific	2002	9161.29373	271.97054	0.00036
Myanmar	East Asia Pacific	2003	9788.1577	292.24708	4e-04
Myanmar	East Asia Pacific	2004	12381.37434	305.69127	0.00045
Myanmar	East Asia Pacific	2005	11538.41727	304.31263	5e-04
Myanmar	East Asia Pacific	2006	12790.91457	306.42337	0.00049
Myanmar	East Asia Pacific	2007	12805.53972	315.87894	0.00051
Myanmar	East Asia Pacific	2008	9730.4387	302.6379	0.00049
Myanmar	East Asia Pacific	2009	10163.79507	284.89068	0.00047
Myanmar	East Asia Pacific	2010	13094.52456	277.0926	
Montenegro	Europe Central Asia	1990	1919.29514		
Montenegro	Europe Central Asia	1991	1360.21663		
Montenegro	Europe Central Asia	1992	1483.03504		
Montenegro	Europe Central Asia	1993	1291.40489		
Montenegro	Europe Central Asia	1994	1256.2687		
Montenegro	Europe Central Asia	1995	1327.02076		
Montenegro	Europe Central Asia	1996	1553.30742		
Montenegro	Europe Central Asia	1997	1668.90908		
Montenegro	Europe Central Asia	1998	1757.04935		
Montenegro	Europe Central Asia	1999	1211.65893		
Montenegro	Europe Central Asia	2000	1521.1692		
Montenegro	Europe Central Asia	2001	1668.18957		
Montenegro	Europe Central Asia	2002	1766.64285		
Montenegro	Europe Central Asia	2003	1888.00062		
Montenegro	Europe Central Asia	2004	2041.97628		
Montenegro	Europe Central Asia	2005	1752.8522	1745.97443	
Montenegro	Europe Central Asia	2006	2064.521	1913.55636	
Montenegro	Europe Central Asia	2007	2057.187	1927.97889	
Montenegro	Europe Central Asia	2008	2607.237	2067.96776	
Montenegro	Europe Central Asia	2009	1683.153	1646.31227	
Montenegro	Europe Central Asia	2010	2423.887	1898.28842	
Mongolia	East Asia Pacific	1990	9898.0837	1560.47973	0.00125
Mongolia	East Asia Pacific	1991	12130.90012	1720.31956	0.00146
Mongolia	East Asia Pacific	1992	11002.88955	1488.64473	0.00129
Mongolia	East Asia Pacific	1993	9270.20803	1380.20119	0.00113
Mongolia	East Asia Pacific	1994	7933.5505	1184.48624	0.00102
Mongolia	East Asia Pacific	1995	7905.81781	1172.65298	0.00098
Mongolia	East Asia Pacific	1996	8029.89532	979.81842	0.00081
Mongolia	East Asia Pacific	1997	7694.70309	951.83527	0.00077
Mongolia	East Asia Pacific	1998	7693.76232	951.31606	0.00078
Mongolia	East Asia Pacific	1999	7541.39367	944.36764	0.00077
Mongolia	East Asia Pacific	2000	7492.95276	999.65379	0.00079
Mongolia	East Asia Pacific	2001	7876.35236	997.99842	0.00078
Mongolia	East Asia Pacific	2002	8269.2527	1058.26533	0.00083
Mongolia	East Asia Pacific	2003	8014.43267	1022.93781	8e-04
Mongolia	East Asia Pacific	2004	8577.74608	1041.69619	8e-04
Mongolia	East Asia Pacific	2005	8580.72641	1185.68182	0.00134
Mongolia	East Asia Pacific	2006	9413.4804	1331.88386	0.00145
Mongolia	East Asia Pacific	2007	12088.6338	1376.43437	0.00171
Mongolia	East Asia Pacific	2008	12026.52299	1361.67663	0.00192
Mongolia	East Asia Pacific	2009	13084.68585	1392.46113	0.00284
Mongolia	East Asia Pacific	2010	13831.26546	1449.4716	
Mozambique	Sub Saharan Africa	1990	1015.98589	455.98651	0.00041
Mozambique	Sub Saharan Africa	1991	1015.93547	442.25607	4e-04
Mozambique	Sub Saharan Africa	1992	1002.13693	432.38734	0.00039
Mozambique	Sub Saharan Africa	1993	1076.11844	423.52549	0.00038
Mozambique	Sub Saharan Africa	1994	1058.11451	411.46188	0.00038
Mozambique	Sub Saharan Africa	1995	1109.41584	405.87754	0.00037
Mozambique	Sub Saharan Africa	1996	1091.26751	401.08877	0.00037
Mozambique	Sub Saharan Africa	1997	1171.42937	402.0196	0.00037
Mozambique	Sub Saharan Africa	1998	1113.30262	395.94845	0.00039
Mozambique	Sub Saharan Africa	1999	1168.17469	393.6829	0.00039
Mozambique	Sub Saharan Africa	2000	1323.85424	404.96311	4e-04
Mozambique	Sub Saharan Africa	2001	1555.14245	414.15363	4e-04
Mozambique	Sub Saharan Africa	2002	1539.75915	407.43711	4e-04
Mozambique	Sub Saharan Africa	2003	1858.19966	417.07518	0.00039
Mozambique	Sub Saharan Africa	2004	1866.07314	420.61491	0.00045
Mozambique	Sub Saharan Africa	2005	1772.18673	414.20836	0.00048
Mozambique	Sub Saharan Africa	2006	1916.36911	414.71686	5e-04
Mozambique	Sub Saharan Africa	2007	2189.04817	420.69377	0.00051
Mozambique	Sub Saharan Africa	2008	2181.56911	417.23861	0.00052
Mozambique	Sub Saharan Africa	2009	2441.91702	420.96554	0.00052
Mozambique	Sub Saharan Africa	2010	2636.05138	423.26756	
Mauritania	Sub Saharan Africa	1990	854.411		
Mauritania	Sub Saharan Africa	1991	869.079		
Mauritania	Sub Saharan Africa	1992	905.749		
Mauritania	Sub Saharan Africa	1993	927.751		
Mauritania	Sub Saharan Africa	1994	957.087		
Mauritania	Sub Saharan Africa	1995	1015.759		
Mauritania	Sub Saharan Africa	1996	1063.43		
Mauritania	Sub Saharan Africa	1997	1078.098		
Mauritania	Sub Saharan Africa	1998	1070.764		
Mauritania	Sub Saharan Africa	1999	1096.433		
Mauritania	Sub Saharan Africa	2000	1114.768		
Mauritania	Sub Saharan Africa	2001	1173.44		
Mauritania	Sub Saharan Africa	2002	1250.447		
Mauritania	Sub Saharan Africa	2003	1290.784		
Mauritania	Sub Saharan Africa	2004	1386.126		
Mauritania	Sub Saharan Africa	2005	1437.464		
Mauritania	Sub Saharan Africa	2006	1422.796		
Mauritania	Sub Saharan Africa	2007	1639.149		
Mauritania	Sub Saharan Africa	2008	1774.828		
Mauritania	Sub Saharan Africa	2009	1961.845		
Mauritania	Sub Saharan Africa	2010	1961.845		
Mauritius	Sub Saharan Africa	1990	1463.133	629.38207	
Mauritius	Sub Saharan Africa	1991	1521.805	634.42172	
Mauritius	Sub Saharan Africa	1992	1708.822	657.78682	
Mauritius	Sub Saharan Africa	1993	1774.828	678.84149	
Mauritius	Sub Saharan Africa	1994	1624.481	657.62379	
Mauritius	Sub Saharan Africa	1995	1829.833	697.00398	
Mauritius	Sub Saharan Africa	1996	1950.844	702.2344	
Mauritius	Sub Saharan Africa	1997	1998.515	712.57198	
Mauritius	Sub Saharan Africa	1998	2170.864	750.44316	
Mauritius	Sub Saharan Africa	1999	2427.554	775.37445	
Mauritius	Sub Saharan Africa	2000	2691.578	851.22166	
Mauritius	Sub Saharan Africa	2001	2863.927	886.76379	
Mauritius	Sub Saharan Africa	2002	2885.929	873.1958	
Mauritius	Sub Saharan Africa	2003	3061.945	909.06319	
Mauritius	Sub Saharan Africa	2004	3091.281	919.7979	
Mauritius	Sub Saharan Africa	2005	3296.633	945.72377	
Mauritius	Sub Saharan Africa	2006	3630.33	1006.50164	
Mauritius	Sub Saharan Africa	2007	3689.002	1007.57484	
Mauritius	Sub Saharan Africa	2008	3769.676	1027.17421	
Mauritius	Sub Saharan Africa	2009	3711.004	999.48694	
Mauritius	Sub Saharan Africa	2010	3916.356	1053.4525	
Malawi	Sub Saharan Africa	1990	739.62732		
Malawi	Sub Saharan Africa	1991	785.37581		
Malawi	Sub Saharan Africa	1992	785.90998		
Malawi	Sub Saharan Africa	1993	879.86351		
Malawi	Sub Saharan Africa	1994	905.40922		
Malawi	Sub Saharan Africa	1995	907.70562		
Malawi	Sub Saharan Africa	1996	904.99975		
Malawi	Sub Saharan Africa	1997	948.14449		
Malawi	Sub Saharan Africa	1998	922.84312		
Malawi	Sub Saharan Africa	1999	921.56811		
Malawi	Sub Saharan Africa	2000	865.54927		
Malawi	Sub Saharan Africa	2001	792.73359		
Malawi	Sub Saharan Africa	2002	847.34497		
Malawi	Sub Saharan Africa	2003	904.41566		
Malawi	Sub Saharan Africa	2004	912.2579		
Malawi	Sub Saharan Africa	2005	906.81262		
Malawi	Sub Saharan Africa	2006	918.598		
Malawi	Sub Saharan Africa	2007	969.6428		
Malawi	Sub Saharan Africa	2008	1087.90739		
Malawi	Sub Saharan Africa	2009	1095.35407		
Malawi	Sub Saharan Africa	2010	1027.19703		
Malaysia	East Asia Pacific	1990	56906.5576	1210.96723	0.00268
Malaysia	East Asia Pacific	1991	68262.68577	1454.52682	0.00282
Malaysia	East Asia Pacific	1992	74403.41704	1562.95836	0.00282
Malaysia	East Asia Pacific	1993	90764.49311	1648.27278	0.00286
Malaysia	East Asia Pacific	1994	93070.60269	1599.3761	0.00289
Malaysia	East Asia Pacific	1995	120077.33855	1687.35119	0.00312
Malaysia	East Asia Pacific	1996	124011.25853	1820.05587	0.0033
Malaysia	East Asia Pacific	1997	123713.68509	2064.71096	0.00338
Malaysia	East Asia Pacific	1998	114331.03507	1913.69935	0.00334
Malaysia	East Asia Pacific	1999	108380.10657	1891.80077	0.00318
Malaysia	East Asia Pacific	2000	126617.92106	2107.81427	0.00325
Malaysia	East Asia Pacific	2001	135058.6122	2145.96413	0.00322
